random_seed,kernel_size,stride,n_filters,n_train,inhib,time,timestep,theta_plus,theta_decay,intensity,progress_interval,update_interval,mean_all_activity,mean_proportion_weighting,max_all_activity,max_proportion_weighting
3,8,4,100,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,73.975,76.20833333333333,90,90
3,16,2,49,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,76.6875,76.10416666666667,90,88
4,8,4,64,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,72.2875,74.35833333333333,90,93
4,16,2,49,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,76.00833333333334,75.45,89,89
4,8,4,64,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,72.58333333333333,74.50833333333334,88,91
5,8,4,49,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,72.10416666666667,74.0625,90,91
2,16,2,64,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,78.725,78.54166666666667,91,90
3,8,4,81,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,73.79583333333333,76.00416666666666,91,91
5,16,4,64,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,78.72083333333333,78.6375,94,92
4,16,2,49,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,77.28333333333333,77.07916666666667,92,92
5,16,4,81,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,77.59166666666667,77.13333333333334,90,89
5,16,4,81,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,79.6875,79.8125,91,90
2,16,2,64,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,77.7,77.37083333333334,92,90
5,16,4,64,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,76.12916666666666,75.70833333333333,89,87
2,8,4,100,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,73.99583333333334,76.15833333333333,92,92
5,12,4,64,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,77.9125,78.4,91,92
5,12,4,81,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,79.75833333333334,80.06666666666666,94,94
1,12,2,49,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,74.5125,74.3,92,92
1,8,4,100,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,73.475,75.44583333333334,91,90
2,16,2,64,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,69.15,67.4625,84,82
5,16,4,81,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,79.96666666666667,80.17916666666666,90,91
5,16,4,100,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,78.65416666666667,78.45,90,89
5,16,2,49,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,77.6125,77.3375,91,92
5,12,4,64,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,78.81666666666666,79.27083333333333,96,94
4,12,4,100,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,79.41666666666667,79.975,95,94
4,16,2,49,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,67.46666666666667,65.78333333333333,82,80
3,16,2,64,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,77.2125,76.77916666666667,91,90
5,12,4,64,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,78.83333333333333,79.35833333333333,93,94
5,8,4,64,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,72.6625,74.62916666666666,91,93
4,12,4,100,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,79.75416666666666,80.37083333333334,96,95
5,8,4,64,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,72.50833333333334,74.6375,91,92
2,16,2,81,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,78.02916666666667,77.77916666666667,90,88
5,8,4,64,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,72.575,74.52083333333333,91,91
3,8,4,100,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,73.80416666666666,75.97083333333333,91,93
2,12,2,49,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,74.74166666666666,74.8375,89,90
5,12,4,81,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,78.84583333333333,79.36666666666666,91,94
5,16,4,100,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,80.90833333333333,81.00416666666666,93,91
5,16,4,100,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,80.82083333333334,81.16666666666667,92,91
4,8,4,81,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,73.37083333333334,75.6625,90,90
4,8,4,81,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,72.75833333333334,74.8,90,91
4,16,2,64,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,77.70416666666667,77.2,91,88
4,8,4,81,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,73.22916666666667,75.275,92,91
4,12,4,100,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,80.15416666666667,80.75833333333334,96,94
5,8,4,49,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,72.25833333333334,73.88333333333334,88,91
3,16,2,64,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,69.2125,67.45833333333333,84,82
4,16,2,64,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,68.83333333333333,67.325,82,80
4,16,2,64,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,78.63333333333334,78.3375,90,90
4,8,4,100,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,73.64583333333333,75.92083333333333,91,92
5,12,4,100,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,80.35,80.95416666666667,96,94
5,16,2,49,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,67.30416666666666,65.5125,82,81
5,12,4,81,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,79.94583333333334,80.43333333333334,96,95
5,8,4,81,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,73.2875,75.41666666666667,89,91
5,16,2,64,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,77.32083333333334,76.7375,91,88
5,12,4,100,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,79.7375,80.025,94,93
5,12,4,100,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,80.05,80.59166666666667,94,94
3,16,2,81,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,79.16666666666667,79.2,92,90
4,8,4,100,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,73.53333333333333,75.64583333333333,91,92
4,8,4,100,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,73.09583333333333,75.0375,90,90
5,16,2,49,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,76.38333333333334,75.725,90,88
4,16,2,81,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,77.88333333333334,77.48333333333333,92,89
5,8,4,81,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,73.3375,75.44166666666666,89,91
4,12,2,49,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,74.85833333333333,75.01666666666667,92,91
4,16,2,81,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,79.33333333333333,79.33333333333333,91,90
5,16,2,64,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,69.29166666666667,67.22083333333333,85,81
5,8,4,81,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,72.57916666666667,74.82083333333334,91,91
5,8,4,100,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,73.81666666666666,75.9875,90,91
5,12,2,49,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,74.67083333333333,74.25,90,90
4,16,2,100,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,78.45833333333333,78.39166666666667,90,89
5,16,2,64,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,78.13333333333334,78.11666666666666,92,90
5,12,2,49,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,72.33333333333333,71.67916666666666,91,91
5,8,4,100,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,73.74583333333334,76.05,91,92
5,8,4,100,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,73.60416666666667,75.7625,90,90
5,16,2,81,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,79.2875,79.34166666666667,92,90
5,16,2,100,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,80.0875,80.26666666666667,92,90
5,16,2,81,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,78.09166666666667,77.62916666666666,90,90
5,16,2,100,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,78.62083333333334,78.425,90,89
