random_seed,n_neurons,n_train,inhib,time,timestep,theta_plus,theta_decay,norm,intensity,progress_interval,update_interval,mean_all_activity,mean_proportion_weighting,mean_ngram,max_all_activity,max_proportion_weighting,max_ngram
1,100,16000,100.0,250,1.0,10.0,0.001,62.575,0.5,10,100,53.1125,53.40625,53.1625,65.0,66.0,66.0
12,500,16000,100.0,250,1.0,2.5,1e-05,62.5,0.5,10,100,56.85625,57.375,58.33125,67.0,70.0,71.0
1,500,16000,100.0,250,1.0,10.0,1e-05,62.575,0.5,10,100,61.00625,61.6125,60.1875,71.0,72.0,71.0
14,500,16000,100.0,250,1.0,5.0,1e-05,75.0,0.5,10,100,59.025,59.6375,59.7375,71.0,71.0,70.0
13,500,16000,100.0,250,1.0,2.5,1e-05,75.0,0.5,10,100,58.26875,59.1,59.1,73.0,73.0,70.0
13,500,16000,100.0,250,1.0,2.5,1e-05,62.5,0.5,10,100,57.7375,58.03125,58.34375,73.0,72.0,74.0
12,500,16000,100.0,250,1.0,5.0,1e-05,62.5,0.5,10,100,58.85,59.55625,59.10625,72.0,72.0,71.0
14,500,16000,100.0,250,1.0,5.0,1e-05,50.0,0.5,10,100,58.59375,59.01875,59.15,70.0,71.0,71.0
13,500,16000,100.0,250,1.0,2.5,1e-05,50.0,0.5,10,100,56.70625,57.00625,57.7625,70.0,69.0,71.0
12,500,16000,100.0,250,1.0,2.5,1e-05,75.0,0.5,10,100,56.91875,57.04375,57.95,71.0,68.0,70.0
12,500,16000,100.0,250,1.0,5.0,1e-05,50.0,0.5,10,100,58.2375,58.5875,59.10625,70.0,73.0,72.0
15,500,16000,100.0,250,1.0,2.5,1e-05,62.5,0.5,10,100,57.65,58.0875,59.0375,73.0,71.0,72.0
15,500,16000,100.0,250,1.0,5.0,1e-05,62.5,0.5,10,100,60.16875,60.53125,60.4375,74.0,73.0,73.0
13,500,16000,100.0,250,1.0,1.0,1e-05,75.0,0.5,10,100,56.2875,56.41875,56.91875,67.0,68.0,68.0
11,500,16000,100.0,250,1.0,2.5,1e-05,75.0,0.5,10,100,57.825,58.31875,59.0125,73.0,73.0,70.0
1,500,16000,100.0,250,1.0,10.0,0.0001,87.5,0.5,10,100,55.7875,55.94375,56.0625,68.0,69.0,67.0
15,500,16000,100.0,250,1.0,5.0,1e-05,50.0,0.5,10,100,58.98125,59.1875,59.75625,71.0,71.0,73.0
1,100,16000,100.0,250,1.0,5.0,0.001,87.5,0.5,10,100,50.0875,50.59375,52.25625,63.0,63.0,65.0
1,500,16000,100.0,250,1.0,5.0,0.0001,37.5,0.5,10,100,50.79375,50.9625,51.1625,66.0,68.0,64.0
1,500,16000,100.0,250,1.0,10.0,0.001,75.0,0.5,10,100,53.0875,53.2875,53.30625,68.0,66.0,66.0
1,500,16000,100.0,250,1.0,5.0,0.0001,50.0,0.5,10,100,54.475,54.5125,54.6,68.0,71.0,68.0
1,100,16000,100.0,250,1.0,5.0,0.001,50.0,0.5,10,100,48.05625,48.54375,50.24375,64.0,66.0,69.0
14,100,16000,100.0,250,1.0,2.5,1e-05,75.0,0.5,10,100,50.73125,50.775,52.63125,64.0,65.0,67.0
12,100,16000,100.0,250,1.0,2.5,1e-05,50.0,0.5,10,100,49.3375,49.35,52.875,68.0,67.0,65.0
11,100,16000,100.0,250,1.0,2.5,1e-05,75.0,0.5,10,100,48.81875,49.05625,53.4875,70.0,71.0,68.0
13,100,16000,100.0,250,1.0,2.5,1e-05,62.5,0.5,10,100,52.45625,52.56875,53.71875,64.0,66.0,68.0
11,100,16000,100.0,250,1.0,1.0,1e-05,50.0,0.5,10,100,51.68125,51.9375,54.43125,64.0,63.0,66.0
11,100,16000,100.0,250,1.0,10.0,5e-05,50.0,0.5,10,100,52.54375,52.825,53.975,68.0,68.0,67.0
11,100,16000,100.0,250,1.0,10.0,5e-05,37.5,0.5,10,100,52.73125,52.975,53.49375,65.0,66.0,68.0
11,100,16000,100.0,250,1.0,10.0,5e-05,62.5,0.5,10,100,50.225,50.46875,53.2125,68.0,68.0,69.0
11,100,16000,100.0,250,1.0,10.0,5e-05,75.0,0.5,10,100,50.9125,51.1,52.79375,68.0,68.0,66.0
11,100,16000,100.0,250,1.0,25.0,5e-05,37.5,0.5,10,100,49.575,49.74375,51.025,66.0,63.0,65.0
11,100,16000,100.0,250,1.0,25.0,5e-05,62.5,0.5,10,100,50.03125,50.3375,50.71875,65.0,65.0,62.0
11,100,16000,100.0,250,1.0,25.0,5e-05,50.0,0.5,10,100,50.1625,50.21875,51.25625,63.0,64.0,64.0
11,100,16000,100.0,250,1.0,25.0,5e-05,75.0,0.5,10,100,49.7375,49.73125,50.925,65.0,67.0,63.0
11,100,16000,100.0,250,1.0,10.0,1e-05,50.0,0.5,10,100,51.0,51.34375,51.71875,64.0,64.0,66.0
11,100,16000,100.0,250,1.0,10.0,1e-05,75.0,0.5,10,100,49.4625,49.53125,51.30625,66.0,65.0,66.0
11,100,16000,100.0,250,1.0,10.0,5e-06,50.0,0.5,10,100,49.125,49.16875,49.76875,63.0,62.0,64.0
11,100,16000,100.0,250,1.0,10.0,5e-06,75.0,0.5,10,100,47.55625,47.79375,49.85625,65.0,66.0,64.0
11,100,16000,100.0,250,1.0,10.0,5e-06,37.5,0.5,10,100,50.53125,50.79375,50.74375,62.0,62.0,65.0
11,100,16000,100.0,250,1.0,10.0,1e-05,37.5,0.5,10,100,51.4375,51.6125,51.68125,64.0,66.0,67.0
11,100,16000,100.0,250,1.0,25.0,1e-05,75.0,0.5,10,100,48.2,48.3625,47.1375,61.0,61.0,60.000004
11,100,16000,100.0,250,1.0,25.0,1e-05,50.0,0.5,10,100,47.68125,47.8875,48.80625,60.000004,62.0,61.0
11,100,16000,100.0,250,1.0,25.0,1e-05,37.5,0.5,10,100,47.9125,48.225,47.6,62.0,61.0,65.0
11,200,16000,100.0,250,1.0,10.0,5e-05,50.0,0.5,10,100,55.66875,55.56875,56.08125,70.0,71.0,74.0
11,200,16000,100.0,250,1.0,10.0,5e-05,37.5,0.5,10,100,55.56875,56.23125,55.78125,72.0,71.0,70.0
11,100,16000,100.0,250,1.0,25.0,5e-06,75.0,0.5,10,100,43.81875,43.9125,43.99375,57.0,58.0,56.0
11,200,16000,100.0,250,1.0,10.0,1e-05,37.5,0.5,10,100,55.1625,55.56875,56.75,73.0,73.0,74.0
11,200,16000,100.0,250,1.0,10.0,5e-05,75.0,0.5,10,100,54.25,54.525,55.89375,67.0,67.0,69.0
11,100,16000,100.0,250,1.0,25.0,1e-05,62.5,0.5,10,100,47.73125,47.925,48.01875,61.0,61.0,62.0
11,100,16000,100.0,250,1.0,25.0,5e-06,62.5,0.5,10,100,43.8,44.04375,44.0,58.0,58.0,58.0
11,100,16000,100.0,250,1.0,25.0,5e-06,50.0,0.5,10,100,44.88125,45.05,44.3125,58.0,58.0,58.999996
11,200,16000,100.0,250,1.0,10.0,5e-06,75.0,0.5,10,100,53.33125,53.775,54.65,70.0,72.0,71.0
11,200,16000,100.0,250,1.0,25.0,5e-05,37.5,0.5,10,100,54.1125,54.33125,54.45625,67.0,67.0,67.0
11,100,16000,100.0,250,1.0,25.0,5e-06,37.5,0.5,10,100,46.0375,46.29375,44.15625,57.0,58.999996,62.0
11,200,16000,100.0,250,1.0,10.0,1e-05,62.5,0.5,10,100,54.65,54.8375,55.83125,70.0,71.0,71.0
11,200,16000,100.0,250,1.0,10.0,1e-05,75.0,0.5,10,100,53.58125,53.59375,54.8,71.0,70.0,68.0
11,200,16000,100.0,250,1.0,10.0,5e-05,62.5,0.5,10,100,55.26875,55.14375,56.19375,69.0,69.0,69.0
11,200,16000,100.0,250,1.0,10.0,5e-06,62.5,0.5,10,100,54.15,54.50625,54.7875,71.0,74.0,70.0
11,200,16000,100.0,250,1.0,10.0,5e-06,50.0,0.5,10,100,53.65,53.925,54.675,71.0,71.0,70.0
11,200,16000,100.0,250,1.0,25.0,5e-05,50.0,0.5,10,100,53.58125,54.15,54.675,73.0,73.0,70.0
11,200,16000,100.0,250,1.0,25.0,1e-05,62.5,0.5,10,100,51.85625,52.34375,52.58125,67.0,69.0,70.0
11,200,16000,100.0,250,1.0,25.0,5e-05,62.5,0.5,10,100,53.2,53.4,53.83125,70.0,71.0,68.0
11,200,16000,100.0,250,1.0,10.0,1e-05,50.0,0.5,10,100,53.16875,53.9375,55.8875,68.0,72.0,70.0
11,200,16000,100.0,250,1.0,25.0,1e-05,75.0,0.5,10,100,51.50625,52.1625,52.26875,69.0,69.0,67.0
11,200,16000,100.0,250,1.0,25.0,1e-05,37.5,0.5,10,100,52.30625,52.85625,51.7875,65.0,67.0,67.0
11,200,16000,100.0,250,1.0,10.0,5e-06,37.5,0.5,10,100,54.53125,55.20625,55.20625,70.0,70.0,71.0
11,200,16000,100.0,250,1.0,25.0,1e-05,50.0,0.5,10,100,52.375,52.85625,52.04375,70.0,69.0,67.0
11,200,16000,100.0,250,1.0,25.0,5e-06,75.0,0.5,10,100,50.98125,51.26875,50.025,65.0,66.0,68.0
11,200,16000,100.0,250,1.0,25.0,5e-06,62.5,0.5,10,100,51.56875,52.1875,50.775,65.0,65.0,64.0
11,200,16000,100.0,250,1.0,25.0,5e-05,75.0,0.5,10,100,52.90625,52.78125,52.88125,71.0,72.0,68.0
11,200,16000,100.0,250,1.0,25.0,5e-06,37.5,0.5,10,100,50.89375,51.5875,50.15,66.0,66.0,68.0
11,200,16000,100.0,250,1.0,25.0,5e-06,50.0,0.5,10,100,51.4,51.85,50.21875,65.0,67.0,66.0
11,300,16000,100.0,250,1.0,10.0,5e-06,37.5,0.5,10,100,58.3625,59.16875,59.01875,78.0,80.0,75.0
