random_seed,n_neurons,n_train,inhib,time,timestep,theta_plus,theta_decay,intensity,progress_interval,update_interval,mean_all_activity,mean_proportion_weighting,mean_ngram,max_all_activity,max_proportion_weighting,max_ngram
0,25,5500,100.0,250,1.0,0.25,1e-06,0.5,10,100,47.18182,47.581818,54.836365,60.000004,60.000004,69.0
0,50,5500,100.0,250,1.0,0.25,1e-07,0.5,10,100,48.236362,48.618183,58.563637,58.999996,61.0,72.0
0,25,5500,100.0,250,1.0,0.625,1e-06,0.5,10,100,48.01818,47.98182,52.890907,58.999996,58.999996,68.0
0,300,5500,100.0,50,1.0,0.625,1e-06,0.5,10,100,46.8,47.0,53.927273,56.0,55.0,66.0
0,100,5500,100.0,250,1.0,0.625,1e-07,0.5,10,100,48.090908,48.890907,59.090908,58.999996,60.000004,66.0
0,25,5500,100.0,250,1.0,0.625,5e-06,0.5,10,100,48.01818,47.98182,52.890907,58.999996,58.999996,68.0
0,25,5500,100.0,250,1.0,0.625,1e-07,0.5,10,100,48.01818,47.98182,52.890907,58.999996,58.999996,68.0
0,200,5500,100.0,150,1.0,0.625,1e-06,0.5,10,100,46.763638,47.109093,59.054546,58.999996,58.0,77.0
0,300,5500,100.0,100,1.0,0.05,1e-06,0.5,10,100,48.090908,48.127274,58.145454,58.0,58.0,72.0
0,25,5500,100.0,250,1.0,0.05,1e-06,0.5,10,100,44.909092,44.909092,55.30909,58.999996,58.0,67.0
0,75,5500,100.0,150,1.0,1.0,1e-07,0.5,10,100,49.890907,50.363636,57.890907,66.0,65.0,69.0
0,100,5500,100.0,250,1.0,0.05,1e-07,0.5,10,100,44.21818,44.29091,56.581818,58.999996,58.999996,68.0
0,75,5500,100.0,150,1.0,0.25,5e-06,0.5,10,100,49.054546,49.436363,58.581818,65.0,64.0,72.0
0,100,5500,100.0,250,1.0,0.625,5e-06,0.5,10,100,48.090908,48.890907,59.090908,58.999996,60.000004,66.0
0,100,5500,100.0,250,1.0,1.0,1e-06,0.5,10,100,49.581818,49.70909,59.418182,58.999996,61.0,71.0
0,25,5500,100.0,250,1.0,1.0,1e-06,0.5,10,100,45.8,45.945454,51.909092,55.0,58.999996,65.0
0,25,5500,100.0,250,1.0,1.0,5e-06,0.5,10,100,45.8,45.945454,51.909092,55.0,58.999996,65.0
0,50,5500,100.0,250,1.0,0.625,1e-06,0.5,10,100,47.254547,47.49091,56.436363,61.0,61.0,70.0
0,50,5500,100.0,250,1.0,0.625,1e-07,0.5,10,100,47.254547,47.49091,56.436363,61.0,61.0,70.0
