random_seed,n_neurons,n_train,excite,inhib,time,timestep,theta_plus,theta_decay,intensity,progress_interval,update_interval,X_Ae_decay,mean_all_activity,mean_proportion_weighting,max_all_activity,max_proportion_weighting
2,625,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,83.90416666666667,84.10416666666667,95,95
3,400,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,81.7625,82.15,93,94
2,625,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,83.90416666666667,84.10416666666667,95,95
3,225,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,81.42083333333333,81.87916666666666,92,93
3,225,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,81.5875,82.27916666666667,91,92
2,625,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,83.58333333333333,83.73333333333333,94,94
3,225,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,83.2,83.55416666666666,92,92
3,225,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,83.2,83.55416666666666,92,92
2,625,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,83.58333333333333,83.73333333333333,94,94
3,225,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,83.12083333333334,83.7125,93,93
2,625,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,83.90416666666667,84.10416666666667,95,95
3,225,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,83.12083333333334,83.7125,93,93
2,625,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,83.58333333333333,83.73333333333333,94,94
2,625,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,83.58333333333333,83.73333333333333,94,94
2,625,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,83.3875,83.55833333333334,94,94
2,625,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,83.3875,83.55833333333334,94,94
3,400,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,84.39583333333333,84.725,95,95
3,400,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,84.39583333333333,84.725,95,95
3,400,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,84.39583333333333,84.725,95,95
3,400,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,84.39583333333333,84.725,95,95
3,225,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,83.49166666666666,84.025,93,94
3,225,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,83.12083333333334,83.7125,93,93
3,400,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,84.22916666666667,84.5,93,94
2,625,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,83.3875,83.55833333333334,94,94
3,225,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,81.89583333333333,82.4375,92,94
3,400,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,84.22916666666667,84.5,93,94
3,400,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,84.22916666666667,84.5,93,94
2,625,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,83.3875,83.55833333333334,94,94
3,400,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,84.22916666666667,84.5,93,94
3,625,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,82.09166666666667,82.39166666666667,96,96
3,100,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,75.8625,76.60833333333333,87,88
3,100,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,76.53333333333333,77.36666666666666,90,91
3,100,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,75.8625,76.60833333333333,87,88
3,225,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,81.89583333333333,82.4375,92,94
3,625,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,82.09166666666667,82.39166666666667,96,96
3,100,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,75.2875,76.55,87,87
3,400,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,84.59166666666667,84.89166666666667,95,96
3,400,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,83.92916666666666,84.1375,95,95
3,100,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,75.8625,76.60833333333333,87,88
3,100,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,75.2875,76.55,87,87
3,100,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,76.53333333333333,77.36666666666666,90,91
3,100,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,75.2875,76.55,87,87
3,400,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,83.92916666666666,84.1375,95,95
3,625,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,82.09166666666667,82.39166666666667,96,96
3,100,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,76.53333333333333,77.36666666666666,90,91
2,625,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,83.90416666666667,84.10416666666667,95,95
3,400,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,83.92916666666666,84.1375,95,95
3,100,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,76.53333333333333,77.36666666666666,90,91
3,100,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,76.11666666666666,77.27916666666667,88,88
3,100,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,76.11666666666666,77.27916666666667,88,88
3,100,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,76.11666666666666,77.27916666666667,88,88
3,100,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,76.11666666666666,77.27916666666667,88,88
3,100,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,75.2875,76.55,87,87
3,100,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,75.8625,76.60833333333333,87,88
3,225,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,83.85,84.45416666666667,93,94
3,400,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,84.02916666666667,84.3625,94,94
3,225,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,83.85,84.45416666666667,93,94
3,225,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,83.85,84.45416666666667,93,94
3,625,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,82.09166666666667,82.39166666666667,96,96
3,400,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,83.60416666666667,83.7875,94,94
3,400,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,83.60416666666667,83.7875,94,94
3,400,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,81.7625,82.15,93,94
3,225,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,83.12083333333334,83.7125,93,93
3,400,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,83.92916666666666,84.1375,95,95
3,400,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,82.74583333333334,83.01666666666667,92,93
3,400,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,84.59166666666667,84.89166666666667,95,96
3,400,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,82.74583333333334,83.01666666666667,92,93
3,400,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,84.59166666666667,84.89166666666667,95,96
3,400,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,82.74583333333334,83.01666666666667,92,93
3,400,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,82.66666666666667,82.87083333333334,92,92
3,400,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,84.59166666666667,84.89166666666667,95,96
3,400,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,82.66666666666667,82.87083333333334,92,92
3,400,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,82.66666666666667,82.87083333333334,92,92
3,625,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,81.6375,81.8125,94,95
3,625,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,81.6375,81.8125,94,95
3,625,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,81.6375,81.8125,94,95
3,400,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,82.74583333333334,83.01666666666667,92,93
3,625,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,83.44166666666666,83.75,94,94
3,625,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,84.1875,84.4125,96,96
3,625,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,84.1875,84.4125,96,96
3,625,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,81.6375,81.8125,94,95
3,625,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,84.1875,84.4125,96,96
3,625,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,84.1875,84.4125,96,96
3,400,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,84.02916666666667,84.3625,94,94
3,400,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,83.60416666666667,83.7875,94,94
3,400,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,84.02916666666667,84.3625,94,94
3,400,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,84.02916666666667,84.3625,94,94
3,400,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,83.60416666666667,83.7875,94,94
3,625,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,80.9875,81.22083333333333,94,94
3,400,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,82.66666666666667,82.87083333333334,92,92
4,100,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,74.15,74.60833333333333,87,88
3,625,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,83.44166666666666,83.75,94,94
3,625,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,80.9875,81.22083333333333,94,94
3,625,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,83.44166666666666,83.75,94,94
4,100,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,74.15,74.60833333333333,87,88
4,100,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,74.15,74.60833333333333,87,88
3,625,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,80.9875,81.22083333333333,94,94
3,625,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,80.9875,81.22083333333333,94,94
3,625,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,83.93333333333334,84.07083333333334,95,96
3,625,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,83.93333333333334,84.07083333333334,95,96
4,100,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,74.15,74.60833333333333,87,88
3,625,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,83.93333333333334,84.07083333333334,95,96
3,625,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,83.93333333333334,84.07083333333334,95,96
4,100,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,75.26666666666667,75.55,88,88
4,100,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,75.26666666666667,75.55,88,88
3,625,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,83.15416666666667,83.32083333333334,94,94
4,100,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,75.26666666666667,75.55,88,88
4,100,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,75.26666666666667,75.55,88,88
3,625,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,83.44166666666666,83.75,94,94
4,100,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,75.19166666666666,75.975,86,86
3,625,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,83.15416666666667,83.32083333333334,94,94
4,100,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,75.19166666666666,75.975,86,86
4,100,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,75.19166666666666,75.975,86,86
4,100,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,75.19166666666666,75.975,86,86
4,100,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,76.62083333333334,76.94583333333334,88,89
4,100,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,76.62083333333334,76.94583333333334,88,89
4,225,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,80.5625,81.1,93,92
3,625,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,80.5875,80.90833333333333,93,93
4,100,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,76.62083333333334,76.94583333333334,88,89
3,625,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,80.5875,80.90833333333333,93,93
4,225,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,80.5625,81.1,93,92
3,625,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,80.5875,80.90833333333333,93,93
4,225,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,80.5625,81.1,93,92
4,225,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,80.5625,81.1,93,92
3,625,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,80.5875,80.90833333333333,93,93
4,100,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,76.62083333333334,76.94583333333334,88,89
4,225,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,81.37916666666666,81.97916666666667,91,91
4,225,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,81.37916666666666,81.97916666666667,91,91
4,225,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,81.37916666666666,81.97916666666667,91,91
3,625,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,83.15416666666667,83.32083333333334,94,94
4,225,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,81.37916666666666,81.97916666666667,91,91
3,625,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,83.15416666666667,83.32083333333334,94,94
4,225,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,81.80416666666666,82.36666666666666,93,94
4,225,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,81.80416666666666,82.36666666666666,93,94
4,225,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,81.98333333333333,82.59583333333333,92,93
4,100,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,76.14166666666667,76.74166666666666,87,88
4,225,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,83.35416666666667,83.74166666666666,92,93
4,225,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,83.35416666666667,83.74166666666666,92,93
4,100,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,76.14166666666667,76.74166666666666,87,88
4,225,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,81.98333333333333,82.59583333333333,92,93
4,225,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,83.35416666666667,83.74166666666666,92,93
4,100,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,76.14166666666667,76.74166666666666,87,88
3,625,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,83.4625,83.67083333333333,94,94
4,225,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,81.98333333333333,82.59583333333333,92,93
4,225,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,81.80416666666666,82.36666666666666,93,94
4,225,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,83.79166666666667,84.35833333333333,94,94
4,225,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,83.79166666666667,84.35833333333333,94,94
3,625,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,83.34166666666667,83.65,94,94
4,100,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,76.26666666666667,76.85833333333333,88,88
4,100,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,76.26666666666667,76.85833333333333,88,88
3,625,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,83.4625,83.67083333333333,94,94
4,100,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,76.26666666666667,76.85833333333333,88,88
4,100,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,76.26666666666667,76.85833333333333,88,88
3,625,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,83.4625,83.67083333333333,94,94
3,625,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,83.4625,83.67083333333333,94,94
4,225,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,83.35416666666667,83.74166666666666,92,93
3,625,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,83.34166666666667,83.65,94,94
3,625,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,83.34166666666667,83.65,94,94
4,225,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,83.79166666666667,84.35833333333333,94,94
3,625,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,83.34166666666667,83.65,94,94
4,225,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,81.80416666666666,82.36666666666666,93,94
4,225,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,83.79166666666667,84.35833333333333,94,94
4,100,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,76.12083333333334,76.9625,87,87
4,100,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,76.12083333333334,76.9625,87,87
4,100,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,76.12083333333334,76.9625,87,87
4,100,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,76.12083333333334,76.9625,87,87
3,625,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,83.50833333333334,83.69583333333334,95,95
3,625,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,83.50833333333334,83.69583333333334,95,95
4,225,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,82.84166666666667,83.34166666666667,93,94
4,100,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,76.14166666666667,76.74166666666666,87,88
4,225,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,82.84166666666667,83.34166666666667,93,94
4,225,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,82.84166666666667,83.34166666666667,93,94
4,225,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,82.84166666666667,83.34166666666667,93,94
4,400,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,83.5375,84.0625,96,98
3,625,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,83.50833333333334,83.69583333333334,95,95
4,400,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,83.5375,84.0625,96,98
4,400,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,83.5375,84.0625,96,98
4,400,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,83.5375,84.0625,96,98
3,625,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,83.50833333333334,83.69583333333334,95,95
3,625,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,83.18333333333334,83.3625,96,96
3,625,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,83.18333333333334,83.3625,96,96
4,225,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,83.58333333333333,84.21666666666667,94,94
3,625,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,83.18333333333334,83.3625,96,96
4,225,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,82.6875,83.125,92,92
4,225,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,82.6875,83.125,92,92
4,100,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,77.24166666666666,77.79583333333333,90,89
4,225,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,83.58333333333333,84.21666666666667,94,94
3,625,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,83.18333333333334,83.3625,96,96
4,225,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,83.58333333333333,84.21666666666667,94,94
4,225,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,83.58333333333333,84.21666666666667,94,94
4,225,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,82.6875,83.125,92,92
4,400,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,82.94166666666666,83.34166666666667,97,96
4,400,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,82.94166666666666,83.34166666666667,97,96
4,225,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,82.6875,83.125,92,92
4,225,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,81.98333333333333,82.59583333333333,92,93
4,400,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,82.94166666666666,83.34166666666667,97,96
4,100,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,77.24166666666666,77.79583333333333,90,89
4,100,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,77.24166666666666,77.79583333333333,90,89
4,400,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,82.94166666666666,83.34166666666667,97,96
4,225,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,82.7125,83.325,93,94
4,100,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,77.24166666666666,77.79583333333333,90,89
4,225,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,82.7125,83.325,93,94
4,400,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,82.325,82.60833333333333,98,98
4,225,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,81.7875,82.35416666666667,92,92
4,400,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,82.325,82.60833333333333,98,98
4,225,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,81.7875,82.35416666666667,92,92
4,225,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,81.7875,82.35416666666667,92,92
4,225,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,81.7875,82.35416666666667,92,92
4,400,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,80.9,81.2875,92,92
4,400,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,84.82083333333334,85.14166666666667,96,96
4,100,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,75.71666666666667,76.24583333333334,88,88
4,400,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,84.82083333333334,85.14166666666667,96,96
4,400,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,84.82083333333334,85.14166666666667,96,96
4,100,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,75.22916666666667,76.17916666666666,89,90
4,225,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,81.33333333333333,81.84583333333333,92,92
4,400,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,84.82083333333334,85.14166666666667,96,96
4,225,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,81.33333333333333,81.84583333333333,92,92
4,225,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,81.33333333333333,81.84583333333333,92,92
4,225,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,81.33333333333333,81.84583333333333,92,92
4,100,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,75.22916666666667,76.17916666666666,89,90
4,100,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,75.71666666666667,76.24583333333334,88,88
4,100,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,75.71666666666667,76.24583333333334,88,88
4,100,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,75.22916666666667,76.17916666666666,89,90
4,100,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,75.71666666666667,76.24583333333334,88,88
4,225,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,82.7125,83.325,93,94
4,400,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,84.7625,84.9625,95,95
4,100,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,75.22916666666667,76.17916666666666,89,90
4,400,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,84.7625,84.9625,95,95
4,100,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,75.52916666666667,76.72916666666667,88,89
4,100,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,75.52916666666667,76.72916666666667,88,89
4,225,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,82.7125,83.325,93,94
4,400,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,84.7625,84.9625,95,95
