seed,n_hidden,n_train,time,lr,lr_decay,update_interval,mean_accuracy,max_accuracy
2,32,60000,50,0.025,1.0,500,11.848333,64.0
1,128,60000,50,0.0075,1.0,500,85.00168,91.2
1,128,60000,50,0.025,0.995,500,53.83,75.8
2,512,60000,10,0.0075,0.995,500,84.925,91.399994
2,512,60000,10,0.0075,1.0,500,84.59167,90.4
1,128,60000,50,0.0075,0.9,500,84.925,90.200005
2,512,60000,10,0.0075,0.9,500,84.77666,90.4
2,512,60000,10,0.0075,0.99,500,85.058334,91.2
1,128,60000,50,0.01,0.9,500,85.71833,92.0
2,512,60000,10,0.0075,0.95,500,85.49167,90.200005
1,128,60000,50,0.0075,0.995,500,85.46166,92.2
1,128,60000,50,0.0075,0.95,500,85.94666,92.2
1,128,60000,50,0.0075,0.99,500,85.68166,93.2
1,128,60000,50,0.01,0.99,500,86.07,92.799995
2,512,60000,10,0.01,0.9,500,85.41333,90.4
1,128,60000,50,0.025,0.9,500,86.04833,91.0
2,512,60000,10,0.01,0.95,500,85.81167,91.0
2,512,60000,10,0.01,0.99,500,85.59333,91.399994
2,512,60000,10,0.01,1.0,500,84.808334,90.6
2,512,60000,10,0.01,0.995,500,85.28,91.2
2,512,60000,10,0.025,0.9,500,86.73167,91.6
2,512,60000,10,0.025,0.99,500,71.19834,81.8
2,512,60000,10,0.025,0.95,500,86.42166,92.0
2,512,60000,10,0.025,0.995,500,70.579994,79.0
2,512,60000,10,0.025,1.0,500,63.4,74.2
1,256,60000,50,0.025,1.0,500,11.460001,57.4
1,256,60000,50,0.025,0.995,500,15.8,68.8
0,512,60000,50,0.0075,0.99,500,85.03333,91.6
2,128,60000,25,0.025,1.0,500,35.710003,82.8
2,32,60000,50,0.0075,0.995,500,82.60833,88.0
2,32,60000,50,0.025,0.9,500,19.381666,67.0
2,32,60000,50,0.0075,0.95,500,84.26333,89.4
2,128,60000,25,0.01,0.995,500,85.66333,91.2
2,128,60000,25,0.0075,1.0,500,85.095,90.200005
2,128,60000,25,0.025,0.99,500,62.70333,83.8
2,128,60000,25,0.01,0.9,500,85.778336,90.6
2,128,60000,25,0.025,0.9,500,86.854996,91.0
2,128,60000,25,0.01,0.95,500,86.20166,91.2
2,128,60000,25,0.0075,0.995,500,85.51167,90.8
2,128,60000,25,0.0075,0.95,500,85.895,91.799995
2,128,60000,25,0.01,1.0,500,84.955,90.200005
2,128,60000,25,0.025,0.95,500,86.46834,91.399994
2,128,60000,25,0.01,0.99,500,86.058334,91.2
2,32,60000,50,0.01,0.95,500,84.691666,90.0
2,32,60000,50,0.01,0.9,500,84.216675,90.200005
2,32,60000,50,0.0075,0.99,500,83.28833,88.4
2,32,60000,50,0.01,0.99,500,83.07333,88.4
2,32,60000,50,0.0075,0.9,500,83.145004,89.4
2,32,60000,50,0.025,0.95,500,13.318335,64.8
2,32,60000,50,0.01,0.995,500,82.39832,87.4
2,128,60000,25,0.0075,0.9,500,84.92666,90.6
2,32,60000,50,0.025,0.99,500,11.541667,64.0
0,1024,60000,10,0.0075,0.9,500,84.63833,90.200005
0,1024,60000,10,0.01,0.95,500,85.564995,91.0
0,1024,60000,10,0.0075,0.95,500,85.40333,91.2
0,1024,60000,10,0.01,1.0,500,84.481674,90.4
0,1024,60000,10,0.025,0.9,500,87.218346,92.0
0,1024,60000,10,0.0075,1.0,500,84.34499,92.0
0,1024,60000,10,0.0075,0.995,500,84.63333,91.799995
0,1024,60000,10,0.01,0.9,500,85.17333,91.0
0,1024,60000,10,0.025,0.99,500,81.66333,87.4
0,1024,60000,10,0.01,0.99,500,85.36499,91.2
0,1024,60000,10,0.01,0.995,500,85.195,90.8
2,256,60000,25,0.0075,0.995,500,85.59,91.799995
2,256,60000,25,0.0075,0.99,500,85.775,92.0
0,1024,60000,10,0.025,0.995,500,73.18999,80.8
2,32,60000,50,0.0075,1.0,500,81.81167,88.8
2,256,60000,25,0.01,0.99,500,86.28833,91.399994
2,256,60000,25,0.01,1.0,500,85.32166,91.2
2,256,60000,25,0.01,0.9,500,85.795006,91.0
2,256,60000,25,0.025,0.9,500,87.261665,91.6
2,32,60000,50,0.01,1.0,500,81.17,86.799995
2,256,60000,25,0.0075,0.9,500,85.00833,90.4
2,256,60000,25,0.01,0.95,500,86.308334,93.0
2,256,60000,25,0.0075,1.0,500,85.28,91.0
2,256,60000,25,0.025,0.99,500,78.628334,85.2
1,128,60000,50,0.01,0.995,500,85.69666,91.799995
1,128,60000,50,0.01,0.95,500,86.225,93.0
2,256,60000,25,0.025,0.995,500,77.333336,86.799995
2,256,60000,25,0.01,0.995,500,85.93166,91.399994
1,128,60000,50,0.025,1.0,500,21.810001,73.0
2,256,60000,25,0.025,1.0,500,63.01833,82.0
0,1024,60000,10,0.025,1.0,500,70.09167,77.600006
0,1024,60000,10,0.025,0.95,500,86.87666,93.0
1,512,60000,50,0.025,0.99,500,11.695001,53.8
1,1024,60000,10,0.025,0.99,500,11.690001,54.6
1,1024,60000,10,0.025,1.0,500,11.4366665,51.4
1,1024,60000,10,0.0075,0.995,500,84.746666,90.8
1,1024,60000,10,0.0075,0.99,500,84.88333,90.8
1,1024,60000,10,0.025,0.95,500,13.55,57.200005
1,256,60000,50,0.025,0.9,500,79.425,85.399994
1,1024,60000,10,0.0075,1.0,500,84.395004,90.4
2,64,60000,50,0.025,0.99,500,18.855001,70.8
1,256,60000,50,0.0075,0.99,500,85.53999,91.799995
1,1024,60000,10,0.0075,0.95,500,85.26333,91.0
1,256,60000,50,0.0075,1.0,500,85.05666,91.399994
1,256,60000,50,0.0075,0.995,500,85.396675,91.6
1,256,60000,50,0.025,0.95,500,70.935005,77.4
1,1024,60000,10,0.01,0.95,500,85.57834,91.0
1,256,60000,50,0.01,1.0,500,85.16333,90.8
1,1024,60000,10,0.0075,0.9,500,84.441666,89.600006
1,1024,60000,10,0.025,0.9,500,63.535,71.0
1,1024,60000,10,0.01,0.99,500,85.494995,91.399994
1,256,60000,50,0.01,0.9,500,85.64,91.0
1,512,60000,50,0.025,1.0,500,13.895,52.8
1,256,60000,50,0.0075,0.95,500,85.9,92.4
1,256,60000,50,0.01,0.99,500,86.12333,91.799995
1,256,60000,50,0.0075,0.9,500,84.91833,90.200005
1,256,60000,50,0.025,0.99,500,54.016666,70.6
1,1024,60000,10,0.01,0.995,500,85.20334,91.0
1,1024,60000,10,0.01,1.0,500,84.60166,90.200005
1,256,60000,50,0.01,0.95,500,86.23167,92.4
2,64,60000,50,0.0075,0.995,500,84.95,91.399994
2,64,60000,50,0.01,0.9,500,85.71667,90.6
2,64,60000,50,0.0075,0.99,500,85.308334,92.0
2,64,60000,50,0.0075,1.0,500,84.40333,90.6
1,512,60000,50,0.025,0.995,500,12.821668,56.199997
2,64,60000,50,0.01,0.95,500,86.04833,92.0
2,64,60000,50,0.01,0.99,500,85.385,91.2
2,64,60000,50,0.01,1.0,500,84.096664,89.600006
2,64,60000,50,0.0075,0.9,500,84.58666,90.4
2,64,60000,50,0.01,0.995,500,84.90666,90.6
2,64,60000,50,0.025,1.0,500,38.59333,69.4
2,64,60000,50,0.025,0.9,500,83.740005,89.0
1,256,60000,50,0.01,0.995,500,85.795006,92.0
2,64,60000,50,0.025,0.995,500,43.784996,72.2
2,256,60000,25,0.025,0.95,500,87.240005,92.2
2,64,60000,50,0.025,0.95,500,81.32,88.4
2,1024,60000,10,0.0075,0.95,500,85.46667,91.799995
2,1024,60000,10,0.0075,0.995,500,84.7,90.8
2,1024,60000,10,0.0075,0.99,500,84.98833,91.0
1,512,60000,50,0.025,0.9,500,23.243336,62.0
2,1024,60000,10,0.0075,1.0,500,84.48667,90.4
2,1024,60000,10,0.01,0.99,500,85.558334,91.799995
2,1024,60000,10,0.0075,0.9,500,84.798325,90.200005
1,512,60000,50,0.0075,0.99,500,85.378334,92.4
2,1024,60000,10,0.01,0.95,500,85.618324,91.0
2,1024,60000,10,0.025,0.95,500,86.31833,92.2
2,1024,60000,10,0.025,0.9,500,86.683334,90.8
2,1024,60000,10,0.01,0.9,500,85.40166,91.399994
2,1024,60000,10,0.01,0.995,500,85.23833,90.8
1,512,60000,50,0.025,0.95,500,13.17,58.2
2,1024,60000,10,0.025,0.995,500,72.29,81.8
2,512,60000,25,0.01,0.95,500,86.03834,91.6
2,512,60000,25,0.0075,1.0,500,84.71166,90.4
2,256,60000,25,0.0075,0.95,500,85.895,91.799995
1,512,60000,50,0.01,0.9,500,85.48667,91.399994
2,512,60000,25,0.025,0.995,500,68.44666,80.8
2,1024,60000,10,0.025,0.99,500,72.25,83.600006
2,512,60000,25,0.01,0.995,500,85.6,90.4
1,512,60000,50,0.0075,1.0,500,84.88667,92.2
1,512,60000,50,0.01,0.99,500,85.91167,92.0
2,512,60000,25,0.01,1.0,500,84.84167,91.0
2,512,60000,25,0.01,0.99,500,85.916664,92.0
1,512,60000,50,0.0075,0.995,500,85.21,91.799995
2,512,60000,25,0.01,0.9,500,85.67834,90.8
2,512,60000,25,0.025,0.95,500,86.271675,92.799995
2,512,60000,25,0.025,1.0,500,59.988335,75.0
2,512,60000,25,0.0075,0.99,500,85.38667,91.799995
2,512,60000,25,0.025,0.99,500,71.745,82.0
2,512,60000,25,0.025,0.9,500,86.74,92.0
2,512,60000,25,0.0075,0.995,500,85.15,91.6
1,512,60000,50,0.01,0.995,500,85.704994,92.0
2,512,60000,25,0.0075,0.9,500,85.36167,91.0
1,512,60000,50,0.01,0.95,500,86.145,92.6
2,512,60000,25,0.0075,0.95,500,85.86167,91.0
1,512,60000,50,0.01,1.0,500,84.995,91.6
2,1024,60000,10,0.01,1.0,500,84.62667,90.4
2,1024,60000,10,0.025,1.0,500,60.045002,74.0
2,64,60000,50,0.0075,0.95,500,85.61167,90.6
2,128,60000,50,0.025,1.0,500,17.778332,79.0
2,128,60000,50,0.025,0.995,500,18.119999,80.2
0,1024,60000,25,0.0075,0.99,500,85.003334,91.399994
0,1024,60000,25,0.01,0.995,500,85.22834,91.399994
0,1024,60000,25,0.01,0.95,500,85.67667,91.399994
0,1024,60000,25,0.025,0.9,500,87.083336,92.6
0,1024,60000,25,0.0075,0.995,500,84.833336,91.2
0,1024,60000,25,0.0075,1.0,500,84.46833,91.2
0,1024,60000,25,0.01,0.9,500,85.41833,90.6
0,1024,60000,25,0.0075,0.9,500,85.10666,90.8
1,1024,60000,25,0.025,0.95,500,12.365001,47.0
1,1024,60000,25,0.025,0.99,500,11.255001,45.4
1,1024,60000,25,0.025,1.0,500,11.030001,42.2
1,1024,60000,25,0.025,0.995,500,11.183333,44.4
1,512,60000,50,0.0075,0.95,500,85.829994,92.2
0,1024,60000,25,0.01,0.99,500,85.61833,91.799995
0,1024,60000,25,0.025,1.0,500,66.42667,76.8
1,512,60000,50,0.0075,0.9,500,84.756676,91.0
2,128,60000,50,0.01,0.995,500,85.63833,91.0
2,128,60000,50,0.01,0.9,500,85.81834,90.4
2,128,60000,50,0.0075,1.0,500,85.11667,90.6
2,128,60000,50,0.025,0.9,500,86.62333,90.6
2,128,60000,50,0.01,0.99,500,86.005,91.399994
2,128,60000,50,0.0075,0.95,500,85.93333,91.799995
2,128,60000,50,0.025,0.99,500,68.58833,83.8
1,1024,60000,25,0.0075,0.95,500,85.59,91.6
2,128,60000,50,0.01,0.95,500,86.23833,91.399994
2,128,60000,50,0.0075,0.995,500,85.48167,90.6
2,128,60000,50,0.025,0.95,500,86.10167,91.6
2,128,60000,50,0.01,1.0,500,85.01,90.200005
1,1024,60000,25,0.01,0.95,500,85.9,91.6
1,1024,60000,25,0.0075,0.99,500,85.121666,90.8
1,1024,60000,25,0.0075,0.9,500,84.89666,90.6
1,1024,60000,10,0.025,0.995,500,11.351666,53.600002
1,1024,60000,25,0.01,1.0,500,84.486664,89.600006
0,1024,60000,25,0.01,1.0,500,84.41,90.200005
0,1024,60000,25,0.025,0.995,500,77.61,86.6
1,1024,60000,25,0.0075,0.995,500,84.88833,90.4
2,1024,60000,25,0.025,0.995,500,11.198334,49.6
2,128,60000,50,0.0075,0.99,500,85.731674,91.2
2,1024,60000,25,0.025,1.0,500,11.006667,48.8
1,1024,60000,25,0.01,0.9,500,85.43667,90.4
1,1024,60000,25,0.01,0.995,500,85.32333,91.399994
2,1024,60000,25,0.025,0.99,500,11.25,49.2
1,1024,60000,25,0.01,0.99,500,85.689995,91.399994
2,1024,60000,25,0.0075,0.95,500,85.66167,91.2
2,256,60000,50,0.0075,0.95,500,85.94666,91.399994
2,256,60000,50,0.0075,0.9,500,85.09,90.200005
2,1024,60000,25,0.025,0.95,500,13.138334,51.2
2,1024,60000,25,0.0075,0.99,500,85.09167,91.0
2,256,60000,50,0.01,0.9,500,85.75833,90.8
2,1024,60000,25,0.0075,0.9,500,85.151665,90.6
2,256,60000,50,0.0075,0.99,500,85.753334,92.4
2,256,60000,50,0.0075,0.995,500,85.579994,91.6
2,1024,60000,25,0.025,0.9,500,20.545002,51.4
2,256,60000,50,0.01,0.95,500,86.28167,92.4
0,128,60000,10,0.01,0.95,500,86.16333,91.799995
2,256,60000,50,0.0075,1.0,500,85.28833,91.2
2,256,60000,50,0.01,0.995,500,85.96167,91.6
2,256,60000,50,0.025,0.9,500,86.87,93.0
2,256,60000,50,0.01,1.0,500,85.291664,91.399994
2,1024,60000,25,0.01,0.95,500,85.85999,90.6
2,256,60000,50,0.025,1.0,500,57.23833,73.4
2,256,60000,50,0.025,0.99,500,75.13167,81.8
2,1024,60000,25,0.01,0.99,500,85.691666,91.0
2,256,60000,50,0.01,0.99,500,86.28667,92.0
2,256,60000,50,0.025,0.95,500,86.42666,92.4
2,1024,60000,25,0.01,1.0,500,84.505,90.4
2,256,60000,50,0.025,0.995,500,54.493336,78.0
2,1024,60000,25,0.0075,1.0,500,84.53167,90.200005
2,1024,60000,25,0.01,0.995,500,85.32834,90.8
2,1024,60000,25,0.0075,0.995,500,84.945,90.8
0,128,60000,10,0.025,0.995,500,82.53,89.8
2,1024,60000,25,0.01,0.9,500,85.64333,90.4
1,128,60000,10,0.025,0.9,500,85.67834,92.4
0,128,60000,25,0.01,0.9,500,85.95334,91.0
2,512,60000,50,0.025,0.9,500,86.87167,91.2
2,512,60000,50,0.01,0.99,500,85.871666,92.0
2,512,60000,50,0.025,0.995,500,68.32,78.2
2,512,60000,50,0.01,1.0,500,84.746666,91.0
2,512,60000,50,0.025,0.99,500,68.135,79.4
2,512,60000,50,0.01,0.95,500,85.95667,91.399994
2,512,60000,50,0.01,0.995,500,85.515,91.2
2,512,60000,50,0.025,1.0,500,53.97333,75.6
2,512,60000,50,0.025,0.95,500,85.725,91.0
2,512,60000,50,0.0075,1.0,500,84.78833,91.399994
2,512,60000,50,0.0075,0.99,500,85.395004,91.6
2,512,60000,50,0.0075,0.995,500,85.225,91.399994
0,128,60000,25,0.025,0.99,500,83.69833,89.8
2,512,60000,50,0.01,0.9,500,85.66333,91.0
2,512,60000,50,0.0075,0.95,500,85.79834,90.6
2,512,60000,50,0.0075,0.9,500,85.31501,90.6
1,1024,60000,50,0.025,0.99,500,11.181667,41.600002
1,1024,60000,50,0.025,0.995,500,11.078333,41.600002
1,1024,60000,50,0.025,1.0,500,10.913334,41.600002
0,1024,60000,50,0.01,0.99,500,85.49833,91.799995
0,1024,60000,50,0.0075,0.99,500,84.96667,91.0
0,1024,60000,50,0.025,0.995,500,73.30501,82.8
0,1024,60000,50,0.01,1.0,500,84.31666,90.200005
0,1024,60000,50,0.0075,1.0,500,84.51667,91.2
0,1024,60000,50,0.01,0.95,500,85.67166,91.399994
0,1024,60000,50,0.025,0.9,500,87.00167,92.4
0,1024,60000,50,0.01,0.9,500,85.40667,90.6
0,1024,60000,50,0.025,0.95,500,86.78,92.6
0,1024,60000,50,0.025,0.99,500,77.25167,85.2
0,1024,60000,50,0.0075,0.95,500,85.746666,91.399994
0,1024,60000,50,0.025,1.0,500,68.385,80.4
1,1024,60000,50,0.025,0.9,500,17.385,41.600002
1,1024,60000,50,0.0075,0.995,500,84.895004,90.4
1,1024,60000,50,0.0075,1.0,500,84.615,90.6
1,1024,60000,25,0.025,0.9,500,17.365,49.8
2,1024,60000,50,0.025,0.995,500,16.593334,66.399994
1,128,60000,25,0.0075,0.995,500,85.45167,92.2
1,1024,60000,50,0.01,0.99,500,85.753334,91.2
0,1024,60000,50,0.01,0.995,500,85.168335,91.399994
1,1024,60000,50,0.0075,0.99,500,85.155,90.8
0,1024,60000,50,0.0075,0.995,500,84.903336,91.0
1,1024,60000,50,0.01,1.0,500,84.638336,90.4
1,1024,60000,50,0.0075,0.95,500,85.675,92.2
1,1024,60000,25,0.0075,1.0,500,84.61167,91.0
2,1024,60000,50,0.025,0.99,500,61.284996,75.2
2,1024,60000,50,0.025,0.9,500,73.45166,79.6
1,1024,60000,50,0.01,0.995,500,85.27501,91.399994
2,1024,60000,50,0.025,0.95,500,68.56167,76.6
2,1024,60000,50,0.0075,0.99,500,85.19333,91.399994
2,1024,60000,50,0.0075,1.0,500,84.465,90.200005
2,1024,60000,50,0.0075,0.995,500,84.97,91.0
2,1024,60000,50,0.025,1.0,500,54.56,64.8
2,1024,60000,50,0.01,0.995,500,85.23333,91.2
2,1024,60000,50,0.01,0.95,500,85.831665,90.200005
2,1024,60000,50,0.01,1.0,500,84.49167,90.200005
2,1024,60000,50,0.01,0.9,500,85.55501,90.6
2,1024,60000,50,0.01,0.99,500,85.670006,91.399994
2,1024,60000,50,0.0075,0.95,500,85.63333,90.8
2,1024,60000,50,0.0075,0.9,500,85.191666,90.4
1,1024,60000,50,0.01,0.9,500,85.458336,90.4
1,128,60000,50,0.025,0.95,500,85.740005,92.6
1,1024,60000,50,0.0075,0.9,500,84.91333,90.6
2,128,60000,25,0.025,0.995,500,26.616667,81.8
1,1024,60000,10,0.01,0.9,500,85.10334,90.4
2,128,60000,25,0.0075,0.99,500,85.74333,91.2
0,1024,60000,10,0.0075,0.99,500,84.82667,90.8
2,128,60000,50,0.0075,0.9,500,85.00833,90.8
0,128,60000,50,0.0075,1.0,500,85.30334,90.8
0,1024,60000,25,0.025,0.99,500,80.77334,87.0
1,128,60000,50,0.025,0.99,500,63.85,79.6
0,1024,60000,25,0.0075,0.95,500,85.715,91.6
0,128,60000,50,0.025,0.95,500,87.15833,92.0
1,128,60000,50,0.01,1.0,500,85.07,90.4
0,1024,60000,25,0.025,0.95,500,86.363335,92.2
1,1024,60000,50,0.025,0.95,500,13.478333,41.600002
1,1024,60000,50,0.01,0.95,500,85.90166,92.0
0,1024,60000,50,0.0075,0.9,500,85.145004,91.0
0,32,60000,5,0.0175,0.97,500,81.47,86.6
0,64,60000,5,0.0175,0.97,500,84.941666,91.0
0,32,60000,5,0.0175,0.96,500,81.833336,87.0
0,64,60000,5,0.025,0.96,500,85.3,92.0
0,64,60000,5,0.01,0.95,500,84.43166,89.8
0,64,60000,5,0.025,0.95,500,85.48833,92.2
0,64,60000,5,0.01,0.99,500,84.29001,89.600006
0,64,60000,5,0.01,0.96,500,84.53833,90.4
0,64,60000,5,0.01,0.98,500,84.46167,90.0
0,64,60000,5,0.0175,0.96,500,85.168335,91.399994
0,32,60000,5,0.0175,0.98,500,80.791664,86.4
0,32,60000,5,0.0175,0.95,500,81.82833,86.6
0,64,60000,5,0.0175,0.98,500,84.62,91.0
0,32,60000,5,0.025,0.99,500,33.828335,81.2
0,64,60000,5,0.0175,0.95,500,85.21166,90.8
0,32,60000,5,0.025,0.95,500,82.18667,88.200005
0,32,60000,5,0.01,0.99,500,80.65333,85.6
0,64,60000,5,0.025,0.98,500,84.15666,91.0
0,64,60000,5,0.025,0.99,500,82.465,90.4
0,32,60000,5,0.025,0.96,500,81.62666,87.6
0,32,60000,5,0.01,0.97,500,81.85334,88.200005
0,32,60000,5,0.025,0.98,500,79.083336,86.0
0,32,60000,5,0.01,0.95,500,81.89666,88.0
0,64,60000,5,0.025,0.97,500,84.833336,91.2
0,32,60000,5,0.01,0.96,500,81.82,86.799995
0,32,60000,5,0.0175,0.99,500,79.13667,86.2
0,32,60000,5,0.01,0.98,500,81.55667,87.2
0,128,60000,5,0.0175,0.97,500,86.32333,91.399994
0,128,60000,5,0.01,0.95,500,85.46,91.0
0,128,60000,5,0.01,0.99,500,85.23833,90.8
0,128,60000,5,0.0175,0.95,500,86.268326,91.799995
0,64,60000,5,0.01,0.97,500,84.59,90.6
0,128,60000,5,0.01,0.96,500,85.45,91.2
0,128,60000,5,0.01,0.97,500,85.535,91.399994
0,128,60000,5,0.0175,0.98,500,86.00167,91.6
0,128,60000,5,0.025,0.96,500,86.50833,91.2
0,128,60000,5,0.025,0.97,500,86.28667,92.0
0,128,60000,5,0.025,0.99,500,84.15833,90.4
0,128,60000,5,0.0175,0.99,500,85.24833,91.0
0,128,60000,5,0.025,0.98,500,85.471664,91.2
0,64,60000,5,0.0175,0.99,500,83.89167,89.8
0,32,60000,5,0.025,0.97,500,80.83667,88.0
0,128,60000,5,0.01,0.98,500,85.395,90.200005
0,128,60000,5,0.025,0.95,500,86.69666,91.799995
0,32,60000,10,0.0175,0.95,500,82.64333,87.2
0,32,60000,10,0.0175,0.98,500,81.415,87.2
0,32,60000,10,0.0175,0.96,500,82.63,88.6
0,32,60000,10,0.01,0.97,500,82.88333,87.8
0,64,60000,10,0.01,0.97,500,85.488335,91.399994
0,32,60000,10,0.01,0.98,500,82.445,87.8
0,64,60000,10,0.025,0.98,500,84.76667,91.6
0,64,60000,10,0.01,0.98,500,85.38167,91.799995
0,32,60000,10,0.025,0.97,500,81.325,89.600006
0,64,60000,10,0.0175,0.95,500,86.01167,91.6
0,64,60000,10,0.025,0.95,500,86.191666,91.399994
0,64,60000,10,0.0175,0.97,500,85.68499,91.799995
0,64,60000,10,0.025,0.99,500,82.791664,90.0
0,32,60000,10,0.0175,0.99,500,78.878334,84.6
0,64,60000,10,0.025,0.97,500,85.60666,91.399994
0,64,60000,10,0.025,0.96,500,85.885,92.0
0,64,60000,10,0.0175,0.96,500,86.048325,92.0
0,64,60000,10,0.01,0.99,500,85.06333,90.8
0,32,60000,10,0.01,0.99,500,81.645004,87.0
0,32,60000,10,0.025,0.96,500,82.454994,87.4
0,32,60000,10,0.025,0.98,500,78.32333,85.6
0,64,60000,10,0.01,0.95,500,85.445,90.8
0,32,60000,10,0.01,0.95,500,83.255,88.6
0,64,60000,10,0.0175,0.99,500,84.34167,90.4
0,32,60000,10,0.01,0.96,500,83.12667,88.8
0,32,60000,10,0.0175,0.97,500,82.045006,87.4
0,64,60000,10,0.0175,0.98,500,85.329994,91.799995
0,32,60000,10,0.025,0.99,500,57.478336,78.4
0,64,60000,10,0.01,0.96,500,85.44666,91.2
0,128,60000,10,0.01,0.98,500,86.18833,91.399994
0,128,60000,10,0.025,0.97,500,86.520004,92.2
0,128,60000,10,0.01,0.97,500,86.28333,93.0
0,128,60000,10,0.0175,0.95,500,86.96667,92.2
0,128,60000,10,0.0175,0.98,500,86.46833,91.6
0,128,60000,10,0.0175,0.96,500,86.95166,92.4
0,128,60000,10,0.01,0.95,500,86.16333,91.799995
0,128,60000,10,0.025,0.98,500,85.833336,91.2
0,128,60000,10,0.0175,0.99,500,85.506676,91.399994
0,128,60000,10,0.025,0.96,500,86.93834,91.6
0,128,60000,10,0.01,0.99,500,85.986664,92.2
0,32,60000,10,0.025,0.95,500,82.92834,88.6
0,128,60000,10,0.025,0.99,500,84.14001,90.4
0,256,60000,5,0.01,0.96,500,85.41167,90.6
0,128,60000,10,0.01,0.96,500,86.23667,92.0
0,256,60000,5,0.01,0.97,500,85.52334,91.6
0,256,60000,5,0.01,0.95,500,85.36167,90.6
0,256,60000,5,0.01,0.98,500,85.409996,92.0
0,128,60000,10,0.0175,0.97,500,86.776665,92.4
0,256,60000,5,0.0175,0.95,500,86.46167,91.6
0,256,60000,5,0.01,0.99,500,85.27166,91.0
0,256,60000,5,0.0175,0.96,500,86.475006,91.799995
0,256,60000,5,0.0175,0.97,500,86.40333,92.2
0,256,60000,5,0.0175,0.98,500,86.30166,91.6
0,256,60000,5,0.0175,0.99,500,85.49667,92.4
0,256,60000,5,0.025,0.95,500,86.88833,93.0
0,256,60000,5,0.025,0.97,500,86.30334,92.2
0,256,60000,5,0.025,0.96,500,86.685005,92.799995
0,256,60000,5,0.025,0.98,500,85.82166,92.2
0,256,60000,5,0.025,0.99,500,84.32833,91.6
0,32,60000,25,0.01,0.95,500,84.14832,89.8
0,32,60000,25,0.0175,0.99,500,76.06167,83.200005
0,32,60000,25,0.0175,0.97,500,82.58167,87.8
0,32,60000,25,0.01,0.98,500,83.295006,88.6
0,32,60000,25,0.025,0.97,500,81.87333,87.6
0,64,60000,25,0.0175,0.98,500,85.80334,92.2
0,32,60000,25,0.0175,0.95,500,83.615005,89.200005
0,32,60000,25,0.025,0.98,500,68.558334,78.6
0,64,60000,25,0.0175,0.99,500,84.653336,91.0
0,32,60000,25,0.01,0.96,500,84.041664,89.200005
0,32,60000,25,0.0175,0.96,500,83.10833,88.200005
0,64,60000,25,0.025,0.97,500,85.831665,91.799995
0,32,60000,25,0.025,0.95,500,83.725,89.200005
0,32,60000,25,0.01,0.97,500,83.82833,88.8
0,32,60000,25,0.0175,0.98,500,81.65833,87.4
0,64,60000,25,0.0175,0.95,500,86.611664,92.4
0,32,60000,25,0.01,0.99,500,82.40833,87.8
0,64,60000,25,0.01,0.99,500,85.420006,91.399994
0,64,60000,25,0.01,0.97,500,86.005,92.0
0,64,60000,25,0.0175,0.96,500,86.47834,92.0
0,64,60000,25,0.01,0.96,500,85.955,92.2
0,64,60000,25,0.025,0.96,500,86.26333,92.0
0,64,60000,25,0.025,0.95,500,86.37334,92.4
0,64,60000,25,0.025,0.98,500,84.975,92.0
0,64,60000,25,0.01,0.95,500,85.903336,91.6
0,32,60000,25,0.025,0.96,500,83.04833,88.8
0,64,60000,25,0.025,0.99,500,82.94833,90.0
0,32,60000,25,0.025,0.99,500,70.865,82.0
0,256,60000,10,0.01,0.95,500,86.00833,91.6
0,256,60000,10,0.01,0.97,500,86.18166,91.799995
0,256,60000,10,0.0175,0.95,500,87.1,92.4
0,256,60000,10,0.0175,0.98,500,86.761665,92.6
0,256,60000,10,0.0175,0.96,500,87.22666,93.0
0,256,60000,10,0.025,0.95,500,87.191666,92.4
0,256,60000,10,0.0175,0.97,500,87.035,92.6
0,256,60000,10,0.01,0.99,500,85.825,92.2
0,256,60000,10,0.01,0.98,500,86.07166,91.6
0,256,60000,10,0.025,0.96,500,86.97834,92.799995
0,256,60000,10,0.01,0.96,500,86.09499,91.399994
0,256,60000,10,0.025,0.98,500,85.979996,92.0
0,256,60000,10,0.025,0.99,500,84.34167,91.0
0,256,60000,10,0.025,0.97,500,86.69333,92.799995
0,64,60000,25,0.0175,0.97,500,86.245,92.2
0,256,60000,10,0.0175,0.99,500,86.08167,92.4
0,64,60000,25,0.01,0.98,500,85.78333,92.2
0,128,60000,25,0.025,0.99,500,83.69833,89.8
0,128,60000,25,0.0175,0.97,500,86.95167,92.4
0,128,60000,25,0.025,0.96,500,86.96667,92.2
0,128,60000,25,0.01,0.99,500,86.244995,91.6
0,128,60000,25,0.0175,0.98,500,86.56834,91.799995
0,128,60000,25,0.01,0.95,500,86.50833,92.2
0,128,60000,25,0.025,0.95,500,87.13667,92.2
0,128,60000,25,0.0175,0.95,500,87.16,92.4
0,128,60000,25,0.01,0.96,500,86.575,91.799995
0,128,60000,25,0.025,0.97,500,86.64167,91.6
0,128,60000,25,0.01,0.98,500,86.47,92.0
0,512,60000,5,0.01,0.95,500,85.153336,90.200005
0,512,60000,5,0.01,0.97,500,85.15667,91.6
0,512,60000,5,0.01,0.96,500,85.145004,90.8
0,512,60000,5,0.01,0.98,500,85.11667,91.399994
0,512,60000,5,0.01,0.99,500,84.954994,91.6
