seed,n_hidden,n_train,time,lr,lr_decay,update_interval,mean_accuracy,max_accuracy
2,32,60000,250,0.0175,0.97,500,84.05667,90.200005
2,256,60000,50,0.025,0.96,500,85.746666,91.799995
2,128,60000,100,0.01,0.96,500,86.4,91.399994
2,512,60000,10,0.0175,0.98,500,86.44167,91.799995
2,512,60000,10,0.0175,0.99,500,85.590004,91.399994
2,128,60000,100,0.01,0.98,500,86.25167,91.6
2,512,60000,10,0.025,0.96,500,86.17334,92.4
2,256,60000,50,0.025,0.97,500,84.94334,91.2
2,256,60000,50,0.025,0.98,500,70.59334,83.4
2,128,60000,100,0.0175,0.98,500,86.590004,92.0
2,256,60000,50,0.025,0.99,500,75.13167,81.8
1,1024,60000,250,0.01,0.96,500,86.08166,92.4
2,128,60000,100,0.0175,0.95,500,87.15833,91.799995
0,1024,60000,500,0.025,0.97,500,83.475,92.0
2,128,60000,100,0.0175,0.97,500,87.01167,92.0
1,1024,60000,250,0.01,0.97,500,86.04166,92.2
2,512,60000,10,0.025,0.97,500,84.49167,90.8
2,128,60000,100,0.0175,0.96,500,87.13667,91.799995
2,128,60000,100,0.025,0.99,500,53.86,79.4
2,128,60000,100,0.01,0.99,500,85.98833,91.399994
2,512,60000,10,0.025,0.98,500,83.615005,90.4
2,512,60000,10,0.025,0.99,500,71.19834,81.8
2,128,60000,100,0.025,0.95,500,86.02666,91.0
2,128,60000,100,0.025,0.97,500,84.295006,91.399994
2,128,60000,100,0.025,0.96,500,85.84832,91.0
2,128,60000,100,0.0175,0.99,500,85.74833,91.0
1,1024,60000,250,0.01,0.98,500,86.115,91.6
1,1024,60000,250,0.0175,0.99,500,73.41167,83.4
2,512,60000,10,0.025,0.95,500,86.42166,92.0
1,1024,60000,250,0.0175,0.96,500,81.229996,87.6
2,64,60000,250,0.025,0.97,500,19.598333,76.4
0,1024,60000,500,0.01,0.96,500,85.791664,90.8
1,1024,60000,250,0.01,0.95,500,85.99832,92.0
2,128,60000,100,0.01,0.95,500,86.21167,91.399994
2,256,60000,50,0.01,0.95,500,86.28167,92.4
2,64,60000,250,0.01,0.97,500,85.96834,91.399994
1,1024,60000,250,0.01,0.99,500,85.668335,92.6
2,512,60000,25,0.01,0.96,500,86.058334,91.399994
2,512,60000,25,0.01,0.95,500,86.03834,91.6
2,64,60000,250,0.01,0.96,500,85.98833,91.399994
2,64,60000,250,0.0175,0.95,500,86.32666,91.0
1,512,60000,250,0.0175,0.99,500,78.18833,85.399994
2,64,60000,250,0.0175,0.96,500,86.20999,92.2
2,512,60000,25,0.01,0.97,500,86.10833,91.799995
2,512,60000,25,0.01,0.98,500,86.11,91.799995
2,512,60000,25,0.01,0.99,500,85.916664,92.0
2,512,60000,25,0.0175,0.95,500,87.19333,91.399994
2,512,60000,25,0.0175,0.96,500,87.19834,91.799995
2,512,60000,25,0.0175,0.99,500,85.68833,92.0
2,512,60000,25,0.0175,0.98,500,86.71833,92.4
2,64,60000,250,0.0175,0.99,500,84.18,89.8
2,64,60000,250,0.025,0.96,500,75.871666,84.799995
2,512,60000,25,0.0175,0.97,500,87.06167,91.799995
2,512,60000,25,0.025,0.95,500,86.271675,92.799995
2,64,60000,250,0.0175,0.97,500,85.98667,92.0
2,512,60000,25,0.025,0.96,500,85.506676,92.2
2,512,60000,25,0.025,0.98,500,81.27333,89.4
2,64,60000,250,0.01,0.95,500,86.003334,91.799995
2,512,60000,25,0.025,0.99,500,71.745,82.0
2,512,60000,25,0.025,0.97,500,83.634995,90.4
2,64,60000,250,0.025,0.95,500,70.83833,78.0
2,64,60000,250,0.025,0.98,500,55.18833,72.6
2,64,60000,250,0.01,0.98,500,85.76501,92.0
1,1024,60000,250,0.0175,0.98,500,78.18,86.6
2,64,60000,250,0.0175,0.98,500,85.35167,91.0
2,64,60000,250,0.01,0.99,500,85.35334,91.2
0,1024,60000,500,0.01,0.95,500,85.71999,90.8
0,1024,60000,500,0.01,0.98,500,85.82834,92.2
1,128,60000,500,0.01,0.99,500,86.066666,92.6
1,128,60000,500,0.01,0.95,500,86.255005,93.0
2,64,60000,250,0.025,0.99,500,27.468332,69.4
2,1024,60000,5,0.01,0.95,500,85.10334,89.8
2,1024,60000,5,0.01,0.97,500,85.275,91.399994
2,1024,60000,5,0.01,0.96,500,85.253334,90.4
1,128,60000,500,0.0175,0.96,500,87.07,93.2
2,1024,60000,5,0.01,0.98,500,85.204994,90.200005
1,128,60000,500,0.0175,0.99,500,85.58667,91.399994
2,1024,60000,5,0.01,0.99,500,84.93833,90.0
1,128,60000,500,0.0175,0.98,500,86.55334,92.799995
2,1024,60000,5,0.0175,0.95,500,86.28667,91.0
2,256,60000,100,0.01,0.95,500,86.29166,92.0
2,256,60000,100,0.01,0.96,500,86.38667,93.0
2,256,60000,100,0.01,0.97,500,86.44833,92.6
2,256,60000,100,0.01,0.99,500,86.32,92.0
2,256,60000,100,0.0175,0.96,500,87.435005,92.4
2,1024,60000,5,0.0175,0.96,500,86.305,91.0
2,256,60000,100,0.01,0.98,500,86.515,92.2
2,1024,60000,5,0.0175,0.97,500,86.175,91.2
2,256,60000,100,0.0175,0.95,500,87.43833,92.4
2,1024,60000,5,0.0175,0.98,500,85.98667,90.6
2,256,60000,100,0.025,0.98,500,75.50167,85.6
1,128,60000,500,0.025,0.96,500,81.89001,88.6
2,256,60000,100,0.0175,0.98,500,86.831665,92.6
2,256,60000,100,0.0175,0.99,500,85.875,91.399994
2,1024,60000,5,0.025,0.95,500,86.655,91.0
2,1024,60000,5,0.025,0.96,500,86.385,91.399994
1,128,60000,250,0.01,0.95,500,86.25167,93.0
1,128,60000,500,0.0175,0.95,500,87.04333,92.6
2,1024,60000,5,0.0175,0.99,500,85.04666,90.0
2,512,60000,50,0.01,0.96,500,86.058334,91.2
2,512,60000,50,0.01,0.95,500,85.95667,91.399994
2,1024,60000,5,0.025,0.98,500,85.371666,91.399994
2,256,60000,100,0.0175,0.97,500,87.25166,92.0
2,256,60000,100,0.025,0.95,500,86.59334,92.0
2,512,60000,50,0.01,0.99,500,85.871666,92.0
2,512,60000,50,0.01,0.98,500,86.12666,91.799995
2,512,60000,50,0.0175,0.98,500,86.604996,92.2
2,512,60000,50,0.0175,0.95,500,87.12,91.6
2,256,60000,100,0.025,0.96,500,86.384995,92.2
2,1024,60000,5,0.025,0.99,500,83.316666,89.600006
2,512,60000,50,0.01,0.97,500,86.128334,91.399994
2,1024,60000,5,0.025,0.97,500,86.16,91.399994
2,512,60000,50,0.0175,0.96,500,87.151665,92.2
2,512,60000,50,0.025,0.95,500,85.725,91.0
2,512,60000,50,0.0175,0.97,500,87.098335,92.0
2,512,60000,50,0.025,0.99,500,68.135,79.4
2,512,60000,50,0.0175,0.99,500,85.64001,91.399994
1,128,60000,500,0.025,0.98,500,67.861664,78.4
2,512,60000,50,0.025,0.96,500,84.82666,90.6
2,256,60000,100,0.025,0.99,500,68.32166,79.4
1,128,60000,500,0.025,0.97,500,81.08833,89.0
2,512,60000,50,0.025,0.97,500,83.44666,90.6
2,512,60000,50,0.025,0.98,500,83.095,90.6
2,1024,60000,10,0.01,0.95,500,85.618324,91.0
1,128,60000,500,0.025,0.99,500,61.545002,78.2
2,1024,60000,10,0.01,0.96,500,85.68166,91.0
2,1024,60000,10,0.01,0.98,500,85.621666,90.6
2,1024,60000,10,0.01,0.97,500,85.70166,90.8
2,1024,60000,10,0.01,0.99,500,85.558334,91.799995
2,1024,60000,10,0.0175,0.96,500,86.92666,91.2
2,1024,60000,10,0.0175,0.95,500,86.80167,90.8
2,1024,60000,10,0.0175,0.97,500,86.79333,91.399994
2,1024,60000,10,0.0175,0.99,500,85.265,91.2
2,1024,60000,10,0.0175,0.98,500,86.439995,92.2
2,1024,60000,10,0.025,0.95,500,86.31833,92.2
2,1024,60000,10,0.025,0.97,500,81.11833,90.0
2,1024,60000,10,0.025,0.98,500,76.53333,83.600006
2,1024,60000,10,0.025,0.96,500,86.02166,92.0
0,1024,60000,500,0.025,0.98,500,74.28,85.2
2,1024,60000,10,0.025,0.99,500,72.25,83.600006
2,128,60000,25,0.01,0.97,500,86.36667,92.0
2,1024,60000,25,0.01,0.95,500,85.85999,90.6
2,1024,60000,25,0.01,0.96,500,86.06333,91.2
2,1024,60000,25,0.01,0.97,500,86.02666,90.6
2,1024,60000,25,0.01,0.98,500,85.95,91.399994
2,256,60000,100,0.025,0.97,500,85.89167,92.2
2,1024,60000,25,0.0175,0.95,500,87.020004,91.0
2,1024,60000,25,0.025,0.96,500,11.603334,49.2
2,1024,60000,25,0.025,0.97,500,11.503335,49.399998
2,1024,60000,25,0.0175,0.97,500,86.903336,91.799995
2,1024,60000,25,0.025,0.99,500,11.25,49.2
2,1024,60000,25,0.0175,0.96,500,86.958336,91.399994
2,1024,60000,25,0.025,0.95,500,13.138334,51.2
2,1024,60000,25,0.025,0.98,500,11.033335,49.2
2,32,60000,500,0.025,0.99,500,12.133334,66.2
2,1024,60000,25,0.01,0.99,500,85.691666,91.0
2,32,60000,500,0.025,0.97,500,12.145,64.4
2,1024,60000,25,0.0175,0.99,500,84.94833,92.0
2,512,60000,100,0.025,0.96,500,12.635,60.600002
1,128,60000,500,0.01,0.96,500,86.291664,93.2
2,32,60000,500,0.025,0.96,500,12.383333,63.800003
2,512,60000,100,0.025,0.99,500,11.296667,61.4
2,32,60000,500,0.025,0.95,500,13.118334,65.6
2,32,60000,500,0.025,0.98,500,12.066668,63.6
2,512,60000,100,0.01,0.96,500,86.05334,91.6
2,512,60000,100,0.01,0.97,500,86.06333,91.2
2,512,60000,100,0.01,0.95,500,85.9,91.2
2,512,60000,100,0.025,0.97,500,23.916666,60.000004
2,512,60000,100,0.0175,0.95,500,87.06333,91.799995
2,512,60000,100,0.01,0.98,500,86.03,91.799995
1,256,60000,500,0.025,0.99,500,32.17167,67.6
2,512,60000,100,0.0175,0.97,500,86.97167,92.6
2,512,60000,100,0.025,0.98,500,55.783333,71.6
2,512,60000,100,0.0175,0.98,500,86.45999,92.6
2,512,60000,100,0.01,0.99,500,85.78,91.6
2,512,60000,100,0.0175,0.99,500,85.49,91.399994
1,512,60000,500,0.025,0.97,500,12.048334,39.399998
2,512,60000,100,0.0175,0.96,500,87.09834,92.6
1,256,60000,500,0.01,0.99,500,86.05167,91.799995
2,1024,60000,50,0.025,0.98,500,15.206667,70.4
1,512,60000,500,0.025,0.98,500,11.1883335,39.399998
1,256,60000,500,0.01,0.98,500,86.30334,92.4
1,256,60000,500,0.01,0.95,500,86.229996,92.0
2,128,60000,250,0.025,0.99,500,17.876669,78.799995
1,512,60000,500,0.025,0.99,500,11.073334,39.399998
2,128,60000,25,0.025,0.97,500,85.92666,91.2
2,1024,60000,50,0.025,0.95,500,68.56167,76.6
2,1024,60000,50,0.025,0.96,500,71.381676,80.0
2,1024,60000,50,0.0175,0.96,500,87.08833,91.799995
1,512,60000,500,0.025,0.96,500,12.0183325,39.399998
2,1024,60000,50,0.01,0.99,500,85.670006,91.399994
2,1024,60000,50,0.0175,0.97,500,86.933334,92.2
2,1024,60000,50,0.025,0.99,500,61.284996,75.2
2,1024,60000,50,0.0175,0.98,500,86.20667,92.0
2,1024,60000,50,0.01,0.95,500,85.831665,90.200005
2,1024,60000,50,0.0175,0.95,500,87.075,91.399994
2,1024,60000,50,0.0175,0.99,500,84.68499,90.6
1,256,60000,500,0.0175,0.96,500,84.738335,91.2
2,1024,60000,50,0.01,0.98,500,85.925,91.399994
1,256,60000,500,0.01,0.97,500,86.37667,91.799995
1,256,60000,500,0.01,0.96,500,86.325,91.799995
1,256,60000,500,0.025,0.95,500,77.814995,86.2
1,256,60000,500,0.0175,0.98,500,81.60334,88.6
2,128,60000,250,0.025,0.98,500,29.153332,85.399994
0,128,60000,5,0.016,0.96,500,86.19667,91.799995
0,128,60000,5,0.0125,0.96,500,85.96167,91.6
0,128,60000,5,0.018,0.96,500,86.361664,91.399994
0,128,60000,5,0.015,0.98,500,85.979996,91.399994
0,128,60000,5,0.017,0.96,500,86.32,92.0
0,128,60000,5,0.015,0.96,500,86.13,91.2
0,128,60000,5,0.018,0.97,500,86.27334,92.4
0,128,60000,5,0.019,0.96,500,86.30667,91.799995
0,128,60000,5,0.018,0.98,500,85.979996,92.2
0,128,60000,5,0.019,0.97,500,86.215004,91.799995
0,128,60000,5,0.015,0.97,500,86.23333,91.2
1,512,60000,500,0.025,0.95,500,13.171667,39.399998
0,128,60000,5,0.016,0.98,500,86.015,91.6
0,128,60000,5,0.017,0.97,500,86.335,91.799995
0,128,60000,5,0.017,0.98,500,86.00833,92.4
1,256,60000,500,0.0175,0.97,500,83.36167,89.4
1,256,60000,500,0.0175,0.99,500,77.64,84.0
0,128,60000,5,0.019,0.98,500,85.78833,92.2
0,128,60000,5,0.016,0.97,500,86.276665,91.2
2,128,60000,250,0.025,0.97,500,27.074999,82.8
2,32,60000,500,0.01,0.97,500,84.375,89.4
0,128,60000,5,0.02,0.97,500,86.21333,91.2
0,128,60000,5,0.02,0.98,500,85.793335,91.399994
0,128,60000,5,0.0225,0.96,500,86.45999,91.399994
2,32,60000,500,0.01,0.95,500,84.725,90.0
0,128,60000,5,0.0225,0.97,500,86.225,91.399994
0,128,60000,5,0.0225,0.98,500,85.63333,91.0
1,256,60000,500,0.025,0.98,500,47.08167,70.8
1,256,60000,500,0.025,0.97,500,70.625,80.6
2,1024,60000,50,0.01,0.96,500,86.0,90.8
1,256,60000,500,0.025,0.96,500,75.72,84.4
2,1024,60000,50,0.01,0.97,500,85.93499,90.8
0,128,60000,10,0.0125,0.96,500,86.64666,92.4
0,128,60000,10,0.0125,0.97,500,86.62667,92.0
0,128,60000,10,0.015,0.96,500,86.810005,92.6
0,128,60000,10,0.015,0.97,500,86.75,92.6
0,128,60000,10,0.015,0.98,500,86.465,91.799995
0,128,60000,10,0.016,0.96,500,86.84167,92.4
0,128,60000,10,0.016,0.97,500,86.745,91.799995
0,128,60000,10,0.017,0.96,500,86.915,92.0
0,128,60000,10,0.017,0.97,500,86.798325,91.799995
0,128,60000,10,0.018,0.97,500,86.763336,91.399994
0,128,60000,10,0.016,0.98,500,86.48167,91.399994
0,128,60000,10,0.017,0.98,500,86.47834,91.799995
0,128,60000,10,0.018,0.96,500,86.87,92.2
0,128,60000,10,0.019,0.97,500,86.77,92.0
0,128,60000,10,0.019,0.96,500,86.848335,92.0
0,128,60000,10,0.02,0.96,500,86.91,92.2
0,128,60000,10,0.018,0.98,500,86.458336,91.6
0,128,60000,10,0.0225,0.96,500,86.93499,91.799995
0,128,60000,10,0.0125,0.98,500,86.52166,91.799995
1,256,60000,500,0.0175,0.95,500,85.35,90.8
0,128,60000,10,0.0225,0.97,500,86.67333,91.799995
0,128,60000,10,0.0225,0.98,500,86.18,91.799995
1,128,60000,500,0.01,0.97,500,86.34167,93.2
0,128,60000,10,0.02,0.97,500,86.78166,91.799995
0,128,60000,10,0.02,0.98,500,86.23333,91.2
0,128,60000,10,0.019,0.98,500,86.35166,91.399994
2,128,60000,250,0.01,0.96,500,86.36667,91.6
2,32,60000,500,0.0175,0.96,500,84.503334,89.8
2,128,60000,250,0.01,0.95,500,86.19167,91.399994
2,128,60000,250,0.01,0.98,500,86.259995,91.799995
2,32,60000,500,0.0175,0.98,500,83.118324,88.6
2,128,60000,250,0.01,0.97,500,86.4,92.4
2,128,60000,250,0.0175,0.96,500,87.13667,91.6
2,32,60000,500,0.0175,0.95,500,84.695,91.2
2,128,60000,250,0.0175,0.99,500,85.735,90.8
2,32,60000,500,0.0175,0.99,500,81.293335,87.0
2,128,60000,250,0.025,0.95,500,85.73835,91.0
2,128,60000,250,0.0175,0.97,500,86.99832,92.0
2,128,60000,250,0.0175,0.95,500,87.15833,91.799995
2,128,60000,250,0.01,0.99,500,85.981674,91.399994
0,128,60000,500,0.01,0.98,500,86.46834,91.6
2,64,60000,500,0.025,0.98,500,20.125,70.200005
0,128,60000,25,0.0125,0.96,500,86.83667,91.799995
0,128,60000,25,0.0125,0.97,500,86.76667,92.6
0,128,60000,25,0.015,0.96,500,86.98667,92.6
0,128,60000,25,0.016,0.96,500,87.06167,92.4
0,128,60000,25,0.016,0.97,500,86.979996,92.6
0,128,60000,25,0.017,0.96,500,87.083336,92.799995
0,128,60000,25,0.016,0.98,500,86.70334,92.0
0,128,60000,25,0.018,0.96,500,87.15,92.6
0,128,60000,25,0.017,0.98,500,86.67166,92.2
0,128,60000,25,0.018,0.97,500,86.905,92.6
2,32,60000,500,0.01,0.98,500,83.916664,88.8
0,128,60000,25,0.018,0.98,500,86.54001,91.6
0,128,60000,25,0.02,0.96,500,87.13167,92.0
0,128,60000,25,0.019,0.98,500,86.46167,91.799995
0,128,60000,25,0.019,0.96,500,87.16501,92.2
0,128,60000,25,0.0125,0.98,500,86.681656,91.799995
0,128,60000,25,0.019,0.97,500,86.89666,91.6
0,128,60000,25,0.02,0.98,500,86.39666,91.6
0,128,60000,25,0.015,0.98,500,86.736664,91.6
0,128,60000,25,0.0225,0.96,500,87.10167,92.4
2,32,60000,500,0.01,0.99,500,83.01,88.6
0,128,60000,25,0.02,0.97,500,86.845,92.0
0,128,60000,25,0.0225,0.97,500,86.82834,91.6
0,128,60000,25,0.0225,0.98,500,86.153336,91.799995
2,32,60000,500,0.0175,0.97,500,84.21833,90.4
2,1024,60000,100,0.025,0.95,500,23.09,76.0
2,64,60000,500,0.025,0.99,500,35.508335,68.2
2,32,60000,500,0.01,0.96,500,84.61,89.600006
2,1024,60000,100,0.0175,0.97,500,86.903336,92.4
2,1024,60000,100,0.01,0.96,500,85.97334,90.8
2,1024,60000,100,0.025,0.96,500,62.058334,69.8
2,1024,60000,100,0.01,0.99,500,85.70166,91.399994
2,1024,60000,100,0.01,0.97,500,85.92834,91.2
2,1024,60000,100,0.0175,0.96,500,87.04333,91.799995
2,1024,60000,100,0.01,0.98,500,85.94834,91.399994
2,1024,60000,100,0.01,0.95,500,85.78333,91.0
2,1024,60000,100,0.0175,0.98,500,86.291664,92.0
2,1024,60000,100,0.0175,0.99,500,83.134995,88.6
2,1024,60000,100,0.0175,0.95,500,86.99167,91.2
2,1024,60000,100,0.025,0.97,500,74.91334,86.0
2,1024,60000,100,0.025,0.99,500,69.46833,83.4
2,1024,60000,100,0.025,0.98,500,46.616665,67.0
0,128,60000,50,0.0125,0.96,500,86.805,92.2
0,128,60000,50,0.0125,0.98,500,86.66333,91.799995
0,128,60000,50,0.0125,0.97,500,86.755,92.6
0,128,60000,50,0.015,0.96,500,86.97334,92.2
1,512,60000,500,0.0175,0.99,500,78.85,86.2
0,128,60000,50,0.015,0.97,500,86.93833,92.2
0,128,60000,50,0.018,0.98,500,86.53833,91.6
0,128,60000,50,0.018,0.97,500,86.909996,92.2
0,128,60000,50,0.015,0.98,500,86.73667,92.0
0,128,60000,50,0.017,0.96,500,87.14666,92.4
0,128,60000,50,0.016,0.96,500,87.095,92.6
0,128,60000,50,0.019,0.96,500,87.18499,92.0
0,128,60000,5,0.0125,0.97,500,85.941666,91.0
0,128,60000,50,0.016,0.97,500,86.95166,92.6
0,128,60000,50,0.017,0.97,500,86.965004,93.0
0,128,60000,50,0.016,0.98,500,86.73167,92.2
0,128,60000,50,0.017,0.98,500,86.63167,92.0
0,128,60000,50,0.0225,0.96,500,87.14167,92.2
0,128,60000,50,0.02,0.98,500,86.346664,91.6
0,128,60000,50,0.02,0.96,500,87.11667,91.799995
0,128,60000,50,0.018,0.96,500,87.11333,92.2
0,128,60000,50,0.019,0.97,500,86.95,91.799995
1,512,60000,500,0.01,0.96,500,86.23333,92.6
1,512,60000,500,0.01,0.97,500,86.30166,92.4
1,512,60000,500,0.0175,0.96,500,85.20334,92.4
1,512,60000,500,0.0175,0.95,500,85.82666,91.799995
1,512,60000,500,0.0175,0.98,500,82.888336,90.8
1,1024,60000,500,0.025,0.97,500,11.401667,48.8
0,128,60000,50,0.019,0.98,500,86.55,91.6
1,1024,60000,500,0.025,0.98,500,11.681667,49.6
1,1024,60000,500,0.025,0.99,500,11.318333,49.0
0,128,60000,5,0.0125,0.98,500,85.85833,91.6
2,64,60000,500,0.01,0.96,500,85.995,91.2
2,64,60000,500,0.025,0.95,500,68.30334,76.6
1,512,60000,500,0.01,0.99,500,85.933334,92.4
0,128,60000,5,0.02,0.96,500,86.475,91.799995
2,64,60000,500,0.025,0.96,500,70.13667,79.799995
2,64,60000,500,0.025,0.97,500,42.993336,74.4
2,64,60000,500,0.01,0.99,500,85.385,91.2
2,64,60000,500,0.01,0.97,500,85.995,91.399994
0,128,60000,50,0.0225,0.98,500,86.125,91.799995
2,64,60000,500,0.01,0.98,500,85.78667,92.0
2,256,60000,250,0.01,0.95,500,86.308334,92.2
1,512,60000,500,0.0175,0.97,500,84.25,91.2
2,64,60000,500,0.01,0.95,500,86.013336,91.799995
2,256,60000,250,0.0175,0.96,500,87.32,92.4
0,256,60000,5,0.0125,0.96,500,85.75667,91.399994
0,256,60000,5,0.015,0.96,500,86.32667,91.399994
0,256,60000,5,0.0125,0.98,500,85.933334,92.6
0,256,60000,5,0.015,0.97,500,86.23499,91.799995
0,256,60000,5,0.0125,0.97,500,85.81834,92.2
0,256,60000,5,0.015,0.98,500,86.155,92.4
0,128,60000,50,0.02,0.97,500,86.941666,92.2
0,256,60000,5,0.016,0.96,500,86.361664,91.6
0,256,60000,5,0.016,0.97,500,86.42333,92.6
0,256,60000,5,0.017,0.97,500,86.435005,91.799995
0,256,60000,5,0.017,0.96,500,86.48667,91.6
0,256,60000,5,0.016,0.98,500,86.333336,92.799995
0,256,60000,5,0.017,0.98,500,86.13333,91.799995
0,256,60000,5,0.018,0.96,500,86.61833,92.0
2,256,60000,250,0.0175,0.95,500,87.380005,92.4
0,256,60000,5,0.018,0.97,500,86.57166,92.4
0,256,60000,5,0.018,0.98,500,86.253334,92.2
0,256,60000,5,0.019,0.96,500,86.61333,92.2
2,256,60000,250,0.01,0.99,500,86.28834,91.799995
0,256,60000,5,0.019,0.97,500,86.543335,92.6
0,128,60000,50,0.0225,0.97,500,86.89832,91.799995
2,256,60000,250,0.0175,0.97,500,87.17834,92.0
0,256,60000,5,0.02,0.96,500,86.71834,92.6
0,256,60000,5,0.02,0.97,500,86.541664,93.0
0,256,60000,5,0.02,0.98,500,86.11667,91.799995
2,256,60000,250,0.01,0.98,500,86.53667,92.4
0,256,60000,5,0.019,0.98,500,86.15667,91.6
2,64,60000,500,0.0175,0.95,500,86.346664,91.2
0,256,60000,5,0.0225,0.97,500,86.385,91.799995
2,256,60000,250,0.0175,0.99,500,85.833336,91.2
2,256,60000,250,0.025,0.95,500,85.86333,91.799995
0,256,60000,5,0.0225,0.98,500,85.94666,91.799995
2,64,60000,500,0.0175,0.96,500,86.191666,91.799995
1,1024,60000,500,0.025,0.95,500,12.951666,48.4
2,256,60000,250,0.01,0.96,500,86.41501,92.799995
2,256,60000,250,0.0175,0.98,500,86.795006,92.2
2,256,60000,250,0.01,0.97,500,86.53333,92.799995
0,256,60000,5,0.0225,0.96,500,86.71834,92.799995
1,512,60000,500,0.01,0.98,500,86.16833,92.4
2,256,60000,250,0.025,0.98,500,81.59499,89.8
2,256,60000,250,0.025,0.96,500,85.479996,91.2
2,64,60000,500,0.0175,0.99,500,84.20167,89.200005
1,512,60000,500,0.01,0.95,500,86.11333,92.6
2,256,60000,250,0.025,0.99,500,67.735,80.6
2,256,60000,250,0.025,0.97,500,84.72666,91.2
0,256,60000,10,0.0125,0.97,500,86.645,92.6
0,256,60000,10,0.017,0.96,500,87.15166,92.799995
0,256,60000,10,0.015,0.96,500,86.973335,92.6
0,256,60000,10,0.017,0.97,500,87.10667,93.0
0,256,60000,10,0.018,0.98,500,86.78166,92.6
0,256,60000,10,0.016,0.97,500,86.97834,92.0
0,256,60000,10,0.016,0.98,500,86.725,92.4
0,256,60000,10,0.019,0.98,500,86.69001,92.4
0,256,60000,10,0.0125,0.98,500,86.558334,91.799995
0,256,60000,10,0.015,0.97,500,86.996666,91.799995
0,256,60000,10,0.017,0.98,500,86.823326,92.4
0,256,60000,10,0.015,0.98,500,86.775,91.799995
0,256,60000,10,0.02,0.96,500,87.28834,92.799995
2,64,60000,500,0.0175,0.97,500,86.0,92.2
0,256,60000,10,0.019,0.96,500,87.243324,92.6
0,256,60000,10,0.016,0.96,500,87.09,92.4
0,256,60000,10,0.018,0.97,500,87.06333,93.0
0,256,60000,10,0.019,0.97,500,87.05999,93.2
0,256,60000,10,0.02,0.97,500,87.07834,92.799995
0,256,60000,10,0.02,0.98,500,86.75,92.2
0,256,60000,10,0.0225,0.96,500,87.28001,93.2
0,256,60000,10,0.0225,0.97,500,86.893326,93.4
0,256,60000,10,0.0125,0.96,500,86.525,92.2
0,256,60000,10,0.0225,0.98,500,86.34334,92.6
1,1024,60000,500,0.025,0.96,500,12.461667,49.2
2,128,60000,250,0.025,0.96,500,85.67166,90.6
0,256,60000,10,0.018,0.96,500,87.275,92.799995
1,1024,60000,25,0.025,0.98,500,11.416667,42.6
0,256,60000,25,0.0125,0.98,500,86.78333,92.4
0,256,60000,25,0.0125,0.96,500,86.83,92.0
0,256,60000,25,0.015,0.96,500,87.16,92.4
0,256,60000,25,0.0125,0.97,500,86.91,93.0
0,256,60000,25,0.015,0.97,500,87.13833,92.4
0,256,60000,25,0.016,0.97,500,87.20667,92.4
0,256,60000,25,0.016,0.96,500,87.24833,92.0
0,256,60000,25,0.016,0.98,500,86.893326,92.4
2,128,60000,250,0.0175,0.98,500,86.566666,92.0
0,256,60000,25,0.017,0.96,500,87.31333,92.0
0,256,60000,25,0.017,0.97,500,87.19334,92.6
0,256,60000,25,0.017,0.98,500,86.75166,92.4
0,256,60000,25,0.019,0.96,500,87.471664,92.4
0,256,60000,25,0.018,0.96,500,87.38833,92.4
0,256,60000,25,0.018,0.97,500,87.21167,92.2
2,512,60000,100,0.025,0.95,500,33.58,61.199997
0,256,60000,25,0.019,0.98,500,86.881676,92.4
0,256,60000,25,0.018,0.98,500,86.81833,92.799995
0,256,60000,25,0.02,0.96,500,87.308334,93.0
0,256,60000,25,0.02,0.98,500,86.740005,92.6
0,256,60000,25,0.019,0.97,500,87.19833,92.6
0,256,60000,25,0.02,0.97,500,87.16501,93.2
0,256,60000,25,0.0225,0.98,500,86.45,92.0
0,256,60000,25,0.0225,0.97,500,87.026665,92.6
0,256,60000,25,0.0225,0.96,500,87.34167,92.799995
0,128,60000,100,0.015,0.96,500,86.975,92.2
1,128,60000,500,0.01,0.98,500,86.32834,93.4
0,256,60000,25,0.015,0.98,500,86.93666,92.6
0,128,60000,100,0.015,0.97,500,86.91499,92.2
0,128,60000,100,0.016,0.96,500,87.07167,92.4
0,128,60000,100,0.016,0.98,500,86.7,92.6
0,128,60000,100,0.017,0.96,500,87.13333,92.6
0,128,60000,100,0.015,0.98,500,86.67834,91.6
0,128,60000,100,0.017,0.97,500,86.94666,92.799995
0,128,60000,100,0.0125,0.96,500,86.80166,92.2
0,128,60000,100,0.019,0.96,500,87.17333,92.2
0,128,60000,100,0.017,0.98,500,86.61833,91.799995
0,128,60000,100,0.016,0.97,500,87.003334,92.4
0,128,60000,100,0.019,0.97,500,86.920006,92.0
0,128,60000,100,0.018,0.96,500,87.095,92.4
0,128,60000,100,0.0125,0.97,500,86.776665,92.4
0,128,60000,100,0.018,0.97,500,86.865,92.2
0,128,60000,100,0.019,0.98,500,86.496666,91.6
0,128,60000,100,0.0225,0.96,500,87.14834,92.6
0,128,60000,100,0.018,0.98,500,86.45166,91.6
0,128,60000,100,0.02,0.96,500,87.156654,92.2
0,1024,60000,250,0.01,0.95,500,85.73499,90.6
0,128,60000,100,0.02,0.98,500,86.345,91.6
0,128,60000,100,0.02,0.97,500,86.905,92.2
